Fight_Id,Win/No Contest/Draw,Fighter_Id_1,Fighter_Id_2,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id_x,Result_1,Result_2,Time Format,Referee,Method Details,Kd_1,Kd_2,Sig. Str._1,Sig. Str._2,Sig. Str. %_1,Sig. Str. %_2,Total Str._1,Total Str._2,Td_1,Td_2,Td %_1,Td %_2,Sub. Att_1,Sub. Att_2,Rev._1,Rev._2,Ctrl_1,Ctrl_2,Head_1,Head_2,Body_1,Body_2,Leg_1,Leg_2,Distance_1,Distance_2,Clinch_1,Clinch_2,Ground_1,Ground_2,Event_Id_y
f8a8871d167fc929,win,d8c7c61b176e3994,7be14eaed4c74856,Cody Garbrandt,Brian Kelleher,1,0,20,17,0,0,0,0,Bantamweight,KO/TKO Punch,1,3:42,a8e8587a06e73c87,W,L,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance,1,0,20 of 41,17 of 25,48%,68%,21 of 42,21 of 29,0 of 0,0 of 1,---,0%,0,0,0,0,0:21,0:36,16 of 37,9 of 13,2 of 2,1 of 3,2 of 2,7 of 9,16 of 35,17 of 24,4 of 6,0 of 1,0 of 0,0 of 0,a8e8587a06e73c87
c442899c21d58779,win,6551c64fbcd1a467,04835018f90b118c,Casey O'Neill,Ariane da Silva,0,0,31,64,0,1,0,1,Women's Flyweight,SUB Armbar,2,1:18,a8e8587a06e73c87,L,W,3 Rnd (5-5-5),Mark Smith,Armbar On Ground,0,0,31 of 74,64 of 127,41%,50%,32 of 75,86 of 152,0 of 2,1 of 1,0%,100%,0,1,0,0,0:20,0:58,17 of 57,45 of 106,3 of 3,16 of 18,11 of 14,3 of 3,29 of 72,37 of 95,2 of 2,9 of 11,0 of 0,18 of 21,a8e8587a06e73c87
4ec249e549309b16,win,f00ac08ab056af5d,7f6ed67d3ed3c036,Tagir Ulanbekov,Cody Durden,1,0,24,32,2,0,5,0,Flyweight,SUB Rear Naked Choke,2,4:25,a8e8587a06e73c87,W,L,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,1,0,24 of 41,32 of 43,58%,74%,45 of 63,55 of 67,2 of 2,0 of 0,100%,---,5,0,1,0,6:03,0:36,19 of 35,22 of 31,4 of 5,3 of 3,1 of 1,7 of 9,15 of 32,24 of 34,5 of 5,3 of 4,4 of 4,5 of 5,a8e8587a06e73c87
abb6e2169ba580d2,win,8fd808923cffff82,710f0f8c5d5c9d41,Andre Fili,Lucas Almeida,1,0,20,10,0,0,0,0,Featherweight,KO/TKO Punch,1,3:32,a8e8587a06e73c87,W,L,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance,1,0,20 of 36,10 of 25,55%,40%,25 of 42,10 of 25,0 of 0,0 of 0,---,---,0,0,0,0,0:15,0:00,16 of 29,1 of 11,3 of 6,0 of 1,1 of 1,9 of 13,8 of 21,10 of 25,0 of 0,0 of 0,12 of 15,0 of 0,a8e8587a06e73c87
fce6522f42b48f18,win,6747ccd6d1acd266,8eb046f83e82bf26,Martin Buday,Shamil Gaziev,0,0,8,49,0,0,0,0,Heavyweight,KO/TKO Punches,2,0:56,a8e8587a06e73c87,L,W,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance,0,0,8 of 20,49 of 98,40%,50%,13 of 26,60 of 114,0 of 2,0 of 0,0%,---,0,0,0,0,0:20,2:18,8 of 19,35 of 79,0 of 1,14 of 19,0 of 0,0 of 0,8 of 17,35 of 73,0 of 3,5 of 10,0 of 0,9 of 15,a8e8587a06e73c87
f9ec8bedc15ece93,win,efb96bf3e9ada36f,45f0cc9d18f35137,Song Yadong,Chris Gutierrez,0,0,77,87,2,0,0,0,Bantamweight,U-DEC,5,5:00,5ef0088c1b19beeb,W,L,5 Rnd (5-5-5-5-5),Herb Dean,Sal D'amato44 - 50.Junichiro Kamijo45 - 50.Ron McCarthy45 - 50.,0,0,77 of 165,87 of 145,46%,60%,160 of 283,105 of 165,2 of 3,0 of 2,66%,0%,0,0,0,0,11:01,0:00,35 of 100,8 of 39,12 of 20,3 of 15,30 of 45,76 of 91,49 of 127,87 of 145,4 of 6,0 of 0,24 of 32,0 of 0,5ef0088c1b19beeb
91093a019d32af2e,win,749f572d1d3161fb,d4c9dcd330403612,Anthony Smith,Khalil Rountree Jr.,0,1,47,53,0,0,0,0,Light Heavyweight,KO/TKO Punch,3,0:56,5ef0088c1b19beeb,L,W,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance,0,1,47 of 84,53 of 114,55%,46%,52 of 89,56 of 118,0 of 2,0 of 0,0%,---,0,0,0,0,0:11,0:58,27 of 62,33 of 94,14 of 16,14 of 14,6 of 6,6 of 6,46 of 83,51 of 109,1 of 1,1 of 3,0 of 0,1 of 2,5ef0088c1b19beeb
acc57a9c114b694a,win,b7b84ccd221be298,af9f42e6894047fc,Nasrat Haqparast,Jamie Mullarkey,2,0,16,8,0,0,0,0,Lightweight,KO/TKO Punches,1,1:44,5ef0088c1b19beeb,W,L,3 Rnd (5-5-5),Keith Peterson,Punches to Head At Distance,2,0,16 of 29,8 of 23,55%,34%,18 of 31,8 of 23,0 of 0,0 of 0,---,---,0,0,0,0,0:05,0:00,14 of 27,3 of 16,2 of 2,2 of 4,0 of 0,3 of 3,4 of 13,8 of 23,6 of 8,0 of 0,6 of 8,0 of 0,5ef0088c1b19beeb
fbedeb4e4b019b94,win,c96d9178c9ed9e62,3cf18e01cb6cbde3,Tim Elliott,Sumudaerji,0,0,10,10,1,0,1,0,Bantamweight,SUB Arm Triangle,1,4:02,5ef0088c1b19beeb,W,L,3 Rnd (5-5-5),Herb Dean,Arm Triangle From Side Control,0,0,10 of 21,10 of 25,47%,40%,26 of 37,10 of 25,1 of 3,0 of 0,33%,---,1,0,0,0,2:05,0:00,6 of 13,6 of 19,0 of 1,3 of 4,4 of 7,1 of 2,8 of 18,10 of 25,2 of 2,0 of 0,0 of 1,0 of 0,5ef0088c1b19beeb
1afc4f372a125c74,win,886264a0c9f4ea5e,285ae0b4a68221f4,JunYong Park,Andre Muniz,0,0,27,14,0,11,0,0,Middleweight,S-DEC,3,5:00,5ef0088c1b19beeb,L,W,3 Rnd (5-5-5),Chris Tognoni,Chris Flores28 - 29.Tony Weeks29 - 28.Jacob Montalvo28 - 29.,0,0,27 of 60,14 of 30,45%,46%,52 of 96,35 of 60,0 of 0,11 of 14,---,78%,0,0,2,1,2:58,9:34,21 of 54,10 of 25,3 of 3,3 of 4,3 of 3,1 of 1,11 of 25,13 of 29,0 of 0,0 of 0,16 of 35,1 of 1,5ef0088c1b19beeb
3adab28c5c6a9254,win,dda15dbfafb792df,32490e80ddab1e5a,Song Kenan,Kevin Jousset,0,0,62,134,0,1,0,0,Welterweight,U-DEC,3,5:00,5ef0088c1b19beeb,L,W,3 Rnd (5-5-5),Mark Smith,Sal D'amato27 - 30.Chris Leben27 - 30.Ron McCarthy27 - 30.,0,0,62 of 156,134 of 235,39%,57%,88 of 188,158 of 263,0 of 1,1 of 2,0%,50%,0,0,0,0,0:00,1:26,43 of 128,78 of 171,8 of 10,15 of 20,11 of 18,41 of 44,55 of 145,121 of 219,7 of 11,13 of 16,0 of 0,0 of 0,5ef0088c1b19beeb
35addc4646509286,win,b671bdf981ad527d,51c655162e462ceb,HyunSung Park,Shannon Ross,2,0,50,47,0,0,0,0,Flyweight,KO/TKO Punch,2,3:59,5ef0088c1b19beeb,W,L,3 Rnd (5-5-5),Keith Peterson,Punch to Body At Distance,2,0,50 of 124,47 of 115,40%,40%,65 of 154,61 of 135,0 of 1,0 of 0,0%,---,0,0,0,0,3:21,0:00,33 of 101,25 of 88,11 of 15,9 of 12,6 of 8,13 of 15,36 of 88,46 of 107,6 of 14,1 of 8,8 of 22,0 of 0,5ef0088c1b19beeb
5ac1725f775c6f00,win,97cf1a2c7c5e7889,20bccc9bb4ceb23e,Steve Garcia,Melquizael Costa,1,0,29,6,0,2,1,0,Lightweight,KO/TKO Elbows,2,1:01,5ef0088c1b19beeb,W,L,3 Rnd (5-5-5),Chris Tognoni,Elbows to Head From Mount,1,0,29 of 49,6 of 10,59%,60%,41 of 66,20 of 25,0 of 0,2 of 10,---,20%,1,0,0,0,0:46,4:41,26 of 45,1 of 5,2 of 3,2 of 2,1 of 1,3 of 3,4 of 10,2 of 3,3 of 8,4 of 7,22 of 31,0 of 0,5ef0088c1b19beeb
5a6e894e4b6cc703,win,5078e1dacf9d25f4,5e6294b37bbef029,Luana Santos,Stephanie Egger,0,0,53,44,2,1,0,0,Women's Bantamweight,U-DEC,3,5:00,5ef0088c1b19beeb,W,L,3 Rnd (5-5-5),Herb Dean,Jacob Montalvo27 - 30.Junichiro Kamijo28 - 29.Tony Weeks28 - 29.,0,0,53 of 104,44 of 115,50%,38%,97 of 161,112 of 193,2 of 4,1 of 1,50%,100%,0,0,0,0,7:44,1:06,20 of 61,31 of 97,22 of 29,13 of 17,11 of 14,0 of 1,50 of 95,29 of 96,3 of 9,15 of 19,0 of 0,0 of 0,5ef0088c1b19beeb
84f6de7c99779e5f,win,4461d7e47375a895,798e48f9e7f6ba22,Tatsuro Taira,Carlos Hernandez,1,0,33,2,0,0,0,0,Flyweight,KO/TKO Punches,2,0:55,5ef0088c1b19beeb,W,L,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground,1,0,33 of 43,2 of 4,76%,50%,44 of 60,2 of 4,0 of 0,0 of 2,---,0%,0,0,0,0,3:36,0:53,30 of 40,2 of 4,1 of 1,0 of 0,2 of 2,0 of 0,7 of 8,2 of 4,0 of 1,0 of 0,26 of 34,0 of 0,5ef0088c1b19beeb
acde7c89bd724af8,win,d35298b6df168456,02bb48869eb7ac8f,Rayanne dos Santos,Talita Alencar,0,0,57,36,0,1,0,0,Women's Strawweight,S-DEC,3,5:00,5ef0088c1b19beeb,L,W,3 Rnd (5-5-5),Keith Peterson,Adalaide Byrd28 - 29.Sal D'amato29 - 28.Ron McCarthy28 - 29.,0,0,57 of 130,36 of 157,43%,22%,80 of 156,48 of 176,0 of 1,1 of 9,0%,11%,0,0,0,0,0:14,2:44,41 of 104,21 of 125,11 of 17,12 of 25,5 of 9,3 of 7,45 of 117,21 of 133,11 of 12,8 of 12,1 of 1,7 of 12,5ef0088c1b19beeb
9feb9500b0fedfcd,win,eae48ff31db420c2,08af939f41b5a57b,Beneil Dariush,Arman Tsarukyan,0,1,2,8,0,0,0,0,Lightweight,KO/TKO Punch,1,1:04,53e4e21f4c688801,L,W,5 Rnd (5-5-5-5-5),Mark Smith,Punch to Head At Distance,0,1,2 of 8,8 of 15,25%,53%,2 of 8,8 of 15,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:03,0 of 5,8 of 15,0 of 1,0 of 0,2 of 2,0 of 0,2 of 8,4 of 10,0 of 0,2 of 2,0 of 0,2 of 3,53e4e21f4c688801
03eecf1926d9c77c,win,4d8fa64202cee4c1,887961364be5ceb3,Jalin Turner,King Green,1,0,33,15,0,0,0,0,Lightweight,KO/TKO Punches,1,2:49,53e4e21f4c688801,W,L,3 Rnd (5-5-5),Kerry Hatley,Punches to Head On Ground,1,0,33 of 60,15 of 26,55%,57%,33 of 60,15 of 26,0 of 0,0 of 0,---,---,0,0,0,0,0:12,0:02,26 of 48,5 of 14,2 of 4,3 of 4,5 of 8,7 of 8,18 of 41,14 of 24,0 of 0,1 of 2,15 of 19,0 of 0,53e4e21f4c688801
246d06693b5ca1e8,win,aa72b0f831d0bfe5,05339613bf8e9808,Rob Font,Deiveson Figueiredo,0,0,46,45,0,4,0,0,Bantamweight,U-DEC,3,5:00,53e4e21f4c688801,L,W,3 Rnd (5-5-5),Jeff Rexroad,Patrick Patlan27 - 30.Mike Beltran27 - 30.Gino Garcia27 - 30.,0,0,46 of 94,45 of 74,48%,60%,48 of 96,53 of 84,0 of 2,4 of 7,0%,57%,0,0,0,0,0:22,4:02,39 of 85,35 of 64,5 of 6,7 of 7,2 of 3,3 of 3,44 of 92,33 of 60,2 of 2,6 of 7,0 of 0,6 of 7,53e4e21f4c688801
39c4ae4624052f9f,win,45f7cb591c3ab00b,8c0580d4fff106c1,Sean Brady,Kelvin Gastelum,0,0,14,18,5,0,3,0,Welterweight,SUB Kimura,3,1:43,53e4e21f4c688801,W,L,3 Rnd (5-5-5),Jacob Montalvo,Kimura From Side Control,0,0,14 of 24,18 of 32,58%,56%,97 of 130,21 of 35,5 of 5,0 of 0,100%,---,3,0,0,1,9:06,0:19,8 of 16,7 of 19,1 of 2,7 of 8,5 of 6,4 of 5,7 of 15,13 of 23,1 of 1,4 of 5,6 of 8,1 of 4,53e4e21f4c688801
20bfa549cb2cabe7,win,ae7fe94f117f98cf,c47df9303d318c67,Clay Guida,Joaquim Silva,0,0,43,46,2,2,0,2,Lightweight,U-DEC,3,5:00,53e4e21f4c688801,L,W,3 Rnd (5-5-5),Mark Smith,Gino Garcia28 - 29.Sal D'amato28 - 29.Chris Lee28 - 29.,0,0,43 of 134,46 of 91,32%,50%,63 of 155,85 of 141,2 of 11,2 of 3,18%,66%,0,2,0,0,4:23,2:35,19 of 103,33 of 72,14 of 20,9 of 15,10 of 11,4 of 4,36 of 127,28 of 64,7 of 7,15 of 19,0 of 0,3 of 8,53e4e21f4c688801
02713b2d25f74d43,win,71505842fb6455c3,64facb6cc564262d,Punahele Soriano,Dustin Stoltzfus,0,1,31,64,0,4,0,1,Middleweight,SUB Rear Naked Choke,2,4:10,53e4e21f4c688801,L,W,3 Rnd (5-5-5),Kerry Hatley,Rear Naked Choke,0,1,31 of 73,64 of 123,42%,52%,33 of 76,78 of 140,0 of 0,4 of 7,---,57%,0,1,0,0,0:00,2:12,18 of 56,24 of 79,9 of 11,23 of 27,4 of 6,17 of 17,30 of 72,60 of 116,1 of 1,4 of 7,0 of 0,0 of 0,53e4e21f4c688801
626c82ed45fdcf59,win,b96619b3acd7d9da,86d9dbe1bfcbade7,Miesha Tate,Julia Avila,0,0,32,3,4,0,1,0,Women's Bantamweight,SUB Rear Naked Choke,3,1:15,53e4e21f4c688801,W,L,3 Rnd (5-5-5),Jacob Montalvo,Rear Naked Choke,0,0,32 of 37,3 of 11,86%,27%,127 of 152,11 of 21,4 of 5,0 of 0,80%,---,1,0,0,0,10:55,0:00,31 of 35,3 of 11,1 of 1,0 of 0,0 of 1,0 of 0,5 of 8,3 of 11,0 of 0,0 of 0,27 of 29,0 of 0,53e4e21f4c688801
0320a6a967069571,win,f14f644d41ade29f,23dec7c47cb418f8,Zach Reese,Cody Brundage,0,0,4,9,0,1,1,0,Middleweight,KO/TKO Slam,1,1:49,53e4e21f4c688801,L,W,3 Rnd (5-5-5),Jeff Rexroad,Slam to   On Ground,0,0,4 of 5,9 of 12,80%,75%,10 of 12,12 of 16,0 of 0,1 of 1,---,100%,1,0,0,0,0:00,1:25,3 of 4,7 of 10,0 of 0,1 of 1,1 of 1,1 of 1,1 of 2,4 of 4,1 of 1,0 of 0,2 of 2,5 of 8,53e4e21f4c688801
d0602cdc04d2c159,win,7cbf7c78d3b34218,af65aa688d13eedf,Drakkar Klose,Joe Solecki,0,0,2,1,0,1,0,0,Lightweight,KO/TKO Slam,1,1:41,53e4e21f4c688801,W,L,3 Rnd (5-5-5),Mark Smith,Slam to   On Ground,0,0,2 of 2,1 of 1,100%,100%,8 of 9,9 of 13,0 of 0,1 of 2,---,50%,0,0,1,0,0:40,0:53,1 of 1,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,53e4e21f4c688801
0dc2fc8d39e226a3,win,69898645d600abdb,260bd4cef10b033f,Rodolfo Bellato,Ihor Potieria,0,1,80,73,1,0,0,0,Light Heavyweight,KO/TKO Punches,2,4:17,53e4e21f4c688801,W,L,3 Rnd (5-5-5),Jacob Montalvo,Punches to Head From Mount,0,1,80 of 131,73 of 127,61%,57%,99 of 160,92 of 153,1 of 4,0 of 0,25%,---,0,0,0,0,2:49,1:41,70 of 116,58 of 111,9 of 12,9 of 10,1 of 3,6 of 6,18 of 46,38 of 73,11 of 14,12 of 21,51 of 71,23 of 33,53e4e21f4c688801
32813f5f46f045e8,win,c730a0be691dc081,4dcfb28c011c11b2,Wellington Turman,Jared Gooden,0,0,37,53,1,1,0,1,Welterweight,SUB Rear Naked Choke,2,1:11,53e4e21f4c688801,L,W,3 Rnd (5-5-5),Jeff Rexroad,Rear Naked Choke,0,0,37 of 57,53 of 83,64%,63%,46 of 73,62 of 95,1 of 1,1 of 1,100%,100%,0,1,0,0,1:40,0:31,27 of 47,33 of 59,2 of 2,14 of 18,8 of 8,6 of 6,32 of 49,43 of 72,2 of 2,1 of 1,3 of 6,9 of 10,53e4e21f4c688801
d0ac2cc5c57c4e66,win,4798e823ada58fe9,5c637af9472ae7cc,Veronica Hardy,Jamey-Lyn Horth,0,0,43,43,1,1,0,0,Women's Flyweight,S-DEC,3,5:00,53e4e21f4c688801,W,L,3 Rnd (5-5-5),Mark Smith,Jacob Montalvo29 - 28.Sal D'amato28 - 29.Patrick Patlan28 - 29.,0,0,43 of 101,43 of 87,42%,49%,61 of 122,74 of 125,1 of 2,1 of 3,50%,33%,0,0,0,0,1:34,3:59,29 of 86,16 of 49,11 of 11,20 of 26,3 of 4,7 of 12,30 of 81,23 of 59,13 of 20,20 of 28,0 of 0,0 of 0,53e4e21f4c688801
7990b6716a53b2cd,win,2f181c0467965b98,eabf206b162b3b83,Brendan Allen,Paul Craig,0,0,32,6,2,0,2,1,Middleweight,SUB Rear Naked Choke,3,0:38,3feed7d02711d8b7,W,L,5 Rnd (5-5-5-5-5),Mark Smith,Rear Naked Choke,0,0,32 of 43,6 of 14,74%,42%,52 of 64,13 of 21,2 of 2,0 of 2,100%,0%,2,1,0,0,7:58,0:34,26 of 37,3 of 10,3 of 3,1 of 1,3 of 3,2 of 3,12 of 17,6 of 13,1 of 2,0 of 0,19 of 24,0 of 1,3feed7d02711d8b7
73ebbfb998edc1f1,win,c32aeb1a59e6272d,a845f0735bc67405,Michael Morales,Jake Matthews,0,0,84,57,0,0,0,0,Welterweight,U-DEC,3,5:00,3feed7d02711d8b7,W,L,3 Rnd (5-5-5),Herb Dean,Chris Flores27 - 30.Derek Cleary28 - 29.Sal D'amato28 - 29.,0,0,84 of 208,57 of 149,40%,38%,84 of 208,57 of 149,0 of 1,0 of 1,0%,0%,0,0,0,0,0:07,0:03,45 of 157,33 of 109,12 of 17,17 of 24,27 of 34,7 of 16,80 of 197,54 of 146,4 of 11,3 of 3,0 of 0,0 of 0,3feed7d02711d8b7
5be63144ac46f97e,win,971246648e162f0d,ac026518a9b4dc0f,Chase Hooper,Jordan Leavitt,0,0,1,3,0,0,1,0,Lightweight,SUB Rear Naked Choke,1,2:58,3feed7d02711d8b7,W,L,3 Rnd (5-5-5),Mike Beltran,Rear Naked Choke,0,0,1 of 3,3 of 4,33%,75%,13 of 18,5 of 10,0 of 0,0 of 2,---,0%,1,0,0,1,0:57,0:59,1 of 3,2 of 3,0 of 0,1 of 1,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0,1 of 1,1 of 1,2 of 3,3feed7d02711d8b7
2ae243f518948794,win,6e743a33d56bdaa4,0978385b2bd9ef9b,Payton Talbott,Nick Aguirre,0,0,28,5,0,2,1,0,Bantamweight,SUB Rear Naked Choke,3,0:58,3feed7d02711d8b7,W,L,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke,0,0,28 of 53,5 of 12,52%,41%,58 of 90,18 of 29,0 of 0,2 of 10,---,20%,1,0,0,0,3:25,5:46,22 of 46,4 of 11,4 of 5,1 of 1,2 of 2,0 of 0,12 of 27,5 of 9,0 of 0,0 of 3,16 of 26,0 of 0,3feed7d02711d8b7
bd4d2522cb0d1a23,win,beecb672a279223e,a3a542074109b347,Luana Pinheiro,Amanda Ribas,0,1,55,87,1,0,0,0,Women's Strawweight,KO/TKO Punches,3,3:53,3feed7d02711d8b7,L,W,3 Rnd (5-5-5),Chris Tognoni,Punches to Head At Distance,0,1,55 of 116,87 of 224,47%,38%,56 of 120,96 of 234,1 of 6,0 of 1,16%,0%,0,0,0,0,1:11,0:30,36 of 86,57 of 158,11 of 18,8 of 29,8 of 12,22 of 37,51 of 109,81 of 212,4 of 6,3 of 6,0 of 1,3 of 6,3feed7d02711d8b7
b210b99d9c1c9196,win,bf2c8e01b07d3eb1,681399317dbf4701,Uros Medic,Myktybek Orolbai,0,0,14,8,0,7,0,1,Welterweight,SUB Neck Crank,2,4:12,3feed7d02711d8b7,L,W,3 Rnd (5-5-5),Mike Beltran,Neck Crank From Back Control,0,0,14 of 27,8 of 20,51%,40%,17 of 32,16 of 31,0 of 0,7 of 10,---,70%,0,1,0,0,0:02,7:26,10 of 20,6 of 16,4 of 7,0 of 0,0 of 0,2 of 4,5 of 14,3 of 8,8 of 12,1 of 1,1 of 1,4 of 11,3feed7d02711d8b7
62b64802ea49e2fd,win,791c8437b341fba5,87c0b1c696ddfb43,Jonathan Pearce,Joanderson Brito,0,0,14,8,1,1,0,1,Featherweight,SUB Guillotine Choke,2,3:54,3feed7d02711d8b7,L,W,3 Rnd (5-5-5),Herb Dean,Guillotine Choke On Ground,0,0,14 of 16,8 of 20,87%,40%,81 of 96,33 of 47,1 of 4,1 of 1,25%,100%,0,1,1,0,6:15,1:58,6 of 6,4 of 15,2 of 4,3 of 4,6 of 6,1 of 1,3 of 4,4 of 12,7 of 8,2 of 3,4 of 4,2 of 5,3feed7d02711d8b7
c1aef0f60a5b62e3,win,84f727cf0166d6f2,c7c39e2fb70248b3,Chad Anheliger,Jose Johnson,0,0,26,63,4,1,0,1,Bantamweight,SUB Rear Naked Choke,3,4:49,3feed7d02711d8b7,L,W,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,0,0,26 of 71,63 of 108,36%,58%,47 of 103,141 of 198,4 of 8,1 of 2,50%,50%,0,1,1,2,6:18,4:20,14 of 49,42 of 78,6 of 13,15 of 18,6 of 9,6 of 12,19 of 54,25 of 53,4 of 6,10 of 17,3 of 11,28 of 38,3feed7d02711d8b7
16109688429c09de,win,a93f94c923c3a9cb,0112352cb32f5026,Christian Leroy Duncan,Denis Tiuliulin,1,0,65,30,0,0,0,0,Middleweight,KO/TKO Punches,2,4:24,3feed7d02711d8b7,W,L,3 Rnd (5-5-5),Mike Beltran,Punches to Head In Clinch,1,0,65 of 87,30 of 71,74%,42%,90 of 123,37 of 81,0 of 2,0 of 0,0%,---,0,0,0,0,4:51,0:00,44 of 65,19 of 57,8 of 9,6 of 8,13 of 13,5 of 6,46 of 65,26 of 66,16 of 17,4 of 5,3 of 5,0 of 0,3feed7d02711d8b7
36f10b949b935b8c,win,0d5cc0170c1a7e71,89839250eb25c9c1,Mick Parkin,Caio Machado,0,0,39,76,3,0,0,0,Heavyweight,U-DEC,3,5:00,3feed7d02711d8b7,W,L,3 Rnd (5-5-5),Mark Smith,Adalaide Byrd28 - 29.Derek Cleary28 - 29.Chris Lee28 - 29.,0,0,39 of 98,76 of 132,39%,57%,69 of 139,103 of 164,3 of 10,0 of 1,30%,0%,0,0,1,0,6:23,0:20,33 of 91,41 of 95,2 of 3,24 of 26,4 of 4,11 of 11,34 of 92,68 of 121,3 of 3,6 of 9,2 of 3,2 of 2,3feed7d02711d8b7
f0fe73e650b746f2,win,57186c150c645200,11583163f45c7b31,Jeka Saragih,Lucas Alexander,1,0,4,11,1,0,0,0,Featherweight,KO/TKO Punch,1,1:31,3feed7d02711d8b7,W,L,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,1,0,4 of 9,11 of 16,44%,68%,4 of 9,11 of 16,1 of 1,0 of 1,100%,0%,0,0,0,0,0:05,0:00,3 of 6,6 of 10,1 of 2,2 of 3,0 of 1,3 of 3,2 of 6,11 of 16,0 of 0,0 of 0,2 of 3,0 of 0,3feed7d02711d8b7
6997693d552600dd,win,06e4245d16fc5315,3cf66c62d9069f43,Lucie Pudilova,Ailin Perez,0,0,20,42,0,2,1,0,Women's Bantamweight,U-DEC,3,5:00,3feed7d02711d8b7,L,W,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary27 - 29.Sal D'amato28 - 29.Chris Flores28 - 29.,0,0,20 of 42,42 of 74,47%,56%,41 of 67,123 of 180,0 of 0,2 of 8,---,25%,1,0,0,0,4:09,8:36,13 of 31,31 of 57,7 of 9,5 of 7,0 of 2,6 of 10,5 of 25,12 of 27,9 of 10,3 of 6,6 of 7,27 of 41,3feed7d02711d8b7
6e5a3d6b6ed84ac3,ncnc,cfc3e7bb44685289,37f560436d745c18,Trey Ogden,Nikolas Motta,0,0,58,14,3,0,1,0,Lightweight,Overturned,3,3:11,3feed7d02711d8b7,NC,NC,3 Rnd (5-5-5),Mike Beltran,Arm Triangle win for Ogden overturned,0,0,58 of 83,14 of 80,69%,17%,96 of 128,16 of 82,3 of 16,0 of 0,18%,---,1,0,0,0,4:28,0:00,49 of 74,8 of 73,6 of 6,5 of 6,3 of 3,1 of 1,44 of 65,14 of 80,13 of 17,0 of 0,1 of 1,0 of 0,3feed7d02711d8b7
9abf0b60a44a82d1,win,83455a9d17f57dae,814e5233e2acf2ee,Charles Johnson,Rafael Estevam,0,0,72,18,0,3,0,1,Flyweight,U-DEC,3,5:00,3feed7d02711d8b7,L,W,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary28 - 29.Sal D'amato28 - 29.Chris Flores28 - 29.,0,0,72 of 109,18 of 43,66%,41%,116 of 161,35 of 77,0 of 0,3 of 22,---,13%,0,1,1,0,0:43,9:23,38 of 69,10 of 28,27 of 33,6 of 12,7 of 7,2 of 3,53 of 80,11 of 31,18 of 26,3 of 5,1 of 3,4 of 7,3feed7d02711d8b7
b1f2ec122beda7a5,win,e5549c82bfb5582d,009341ed974bad72,Jiri Prochazka,Alex Pereira,0,1,30,38,1,0,0,1,Light Heavyweight,KO/TKO Elbows,2,4:08,5a558ba1ff5e9121,L,W,5 Rnd (5-5-5-5-5),Marc Goddard,Elbows to Head On Ground,0,1,30 of 53,38 of 61,56%,62%,44 of 70,49 of 72,1 of 3,0 of 0,33%,---,0,1,0,0,2:45,0:08,18 of 37,21 of 38,7 of 10,5 of 8,5 of 6,12 of 15,26 of 49,22 of 43,2 of 2,4 of 4,2 of 2,12 of 14,5a558ba1ff5e9121
db49619221b282af,win,399afbabc02376b5,f14cf73e51b29254,Sergei Pavlovich,Tom Aspinall,0,1,1,10,0,0,0,0,Heavyweight,KO/TKO Punch,1,1:09,5a558ba1ff5e9121,L,W,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punch to Head At Distance,0,1,1 of 7,10 of 14,14%,71%,1 of 7,10 of 14,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:02,1 of 7,7 of 10,0 of 0,0 of 1,0 of 0,3 of 3,1 of 7,7 of 11,0 of 0,0 of 0,0 of 0,3 of 3,5a558ba1ff5e9121
6fd67582d8adb1c7,win,6a1901c62ab3870f,7447e9f28508106a,Jessica Andrade,Mackenzie Dern,4,0,53,49,0,0,0,0,Women's Strawweight,KO/TKO Punch,2,3:15,5a558ba1ff5e9121,W,L,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance,4,0,53 of 107,49 of 114,49%,42%,53 of 107,50 of 115,0 of 0,0 of 4,---,0%,0,0,0,0,0:13,0:00,27 of 76,38 of 100,7 of 9,6 of 9,19 of 22,5 of 5,43 of 90,47 of 109,6 of 12,2 of 5,4 of 5,0 of 0,5a558ba1ff5e9121
