Fight_Id,Win/No Contest/Draw,Fighter_Id_1,Fighter_Id_2,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id_x,Result_1,Result_2,Time Format,Referee,Method Details,Kd_1,Kd_2,Sig. Str._1,Sig. Str._2,Sig. Str. %_1,Sig. Str. %_2,Total Str._1,Total Str._2,Td_1,Td_2,Td %_1,Td %_2,Sub. Att_1,Sub. Att_2,Rev._1,Rev._2,Ctrl_1,Ctrl_2,Head_1,Head_2,Body_1,Body_2,Leg_1,Leg_2,Distance_1,Distance_2,Clinch_1,Clinch_2,Ground_1,Ground_2,Event_Id_y
9fe98de1eac21f2e,win,c2299ec916bc7c56,dccb63727f2f5f74,Matt Frevola,Benoit Saint Denis,0,1,5,6,2,0,0,0,Lightweight,KO/TKO Kick,1,1:31,5a558ba1ff5e9121,L,W,3 Rnd (5-5-5),Mike Beltran,Kick to Head At Distance,0,1,5 of 9,6 of 11,55%,54%,7 of 12,10 of 15,2 of 2,0 of 0,100%,---,0,0,0,1,0:25,0:19,2 of 6,3 of 7,3 of 3,1 of 2,0 of 0,2 of 2,4 of 8,4 of 9,1 of 1,0 of 0,0 of 0,2 of 2,5a558ba1ff5e9121
128ab9aa4802c73f,win,f166e93d04a8c274,b8bbdeff718dbb7d,Diego Lopes,Pat Sabatini,1,0,13,7,0,0,0,0,Featherweight,KO/TKO Punches,1,1:30,5a558ba1ff5e9121,W,L,3 Rnd (5-5-5),Keith Peterson,Punches to Head At Distance,1,0,13 of 18,7 of 12,72%,58%,13 of 18,10 of 16,0 of 1,0 of 2,0%,0%,0,0,0,0,0:02,0:00,11 of 15,3 of 7,2 of 2,3 of 4,0 of 1,1 of 1,4 of 8,5 of 10,3 of 3,1 of 1,6 of 7,1 of 1,5a558ba1ff5e9121
5704e73f91b9e7f7,win,32ab52e5de93092d,3fa97913cfd205d3,Steve Erceg,Alessandro Costa,0,0,74,54,1,1,1,0,Flyweight,U-DEC,3,5:00,5a558ba1ff5e9121,W,L,3 Rnd (5-5-5),Marc Goddard,Sal D'amato28 - 29.Chris Lee28 - 29.Chris Bolinski28 - 29.,0,0,74 of 125,54 of 97,59%,55%,104 of 162,85 of 129,1 of 8,1 of 6,12%,16%,1,0,1,0,6:29,1:14,41 of 87,31 of 70,25 of 30,14 of 17,8 of 8,9 of 10,43 of 91,35 of 76,26 of 28,19 of 21,5 of 6,0 of 0,5a558ba1ff5e9121
a0362d60d2e1db0d,win,8e5d953bdb9ae5e7,d25240135aee03e5,Tabatha Ricci,Loopy Godinez,0,0,84,98,0,0,0,0,Women's Strawweight,S-DEC,3,5:00,5a558ba1ff5e9121,L,W,3 Rnd (5-5-5),Dan Miragliotta,Derek Cleary28 - 29.Sal D'amato28 - 29.Bryan Miner30 - 27.,0,0,84 of 224,98 of 221,37%,44%,91 of 232,101 of 225,0 of 6,0 of 1,0%,0%,0,0,0,0,1:22,0:03,68 of 197,81 of 200,8 of 11,15 of 19,8 of 16,2 of 2,78 of 218,85 of 207,4 of 4,11 of 12,2 of 2,2 of 2,5a558ba1ff5e9121
480c4dbd2e792d86,win,849c5d9979df5357,37c5366d18ed6c05,Mateusz Rebecki,Roosevelt Roberts,0,0,10,2,2,0,1,0,Lightweight,SUB Armbar,1,3:08,5a558ba1ff5e9121,W,L,3 Rnd (5-5-5),Mike Beltran,Armbar From Bottom Guard,0,0,10 of 16,2 of 7,62%,28%,28 of 38,6 of 12,2 of 2,0 of 0,100%,---,1,0,0,1,2:14,0:13,7 of 11,1 of 5,0 of 1,0 of 1,3 of 4,1 of 1,3 of 9,2 of 7,0 of 0,0 of 0,7 of 7,0 of 0,5a558ba1ff5e9121
83a0fff04494bfc4,drawdraw,ff62013d2fce6d13,19c591115a58982c,Nazim Sadykhov,Viacheslav Borshchev,1,0,91,143,4,0,0,0,Lightweight,M-DEC,3,5:00,5a558ba1ff5e9121,D,D,3 Rnd (5-5-5),Keith Peterson,Bryan Miner28 - 29.Derek Cleary28 - 28.Chris Lee28 - 28.,1,0,91 of 207,143 of 241,43%,59%,109 of 228,144 of 242,4 of 7,0 of 0,57%,---,0,0,0,0,3:32,0:10,65 of 172,87 of 178,19 of 26,30 of 34,7 of 9,26 of 29,66 of 175,141 of 239,5 of 8,2 of 2,20 of 24,0 of 0,5a558ba1ff5e9121
4c025d1fff9e9fce,win,7026eca45f65377b,da0995f19b749cfa,Jared Gordon,Mark Madsen,1,0,36,35,0,0,0,0,Lightweight,KO/TKO Punch,1,4:42,5a558ba1ff5e9121,W,L,3 Rnd (5-5-5),Marc Goddard,Punch to Head In Clinch,1,0,36 of 66,35 of 57,54%,61%,54 of 87,46 of 69,0 of 0,0 of 0,---,---,0,0,0,0,0:19,1:04,27 of 57,23 of 44,5 of 5,12 of 13,4 of 4,0 of 0,22 of 51,16 of 37,10 of 11,19 of 20,4 of 4,0 of 0,5a558ba1ff5e9121
57333b7bff20ece0,win,5fa2974cbd18e05c,a7897d200692ab64,John Castaneda,Kyung Ho Kang,0,0,111,88,3,0,0,0,Catch Weight,U-DEC,3,5:00,5a558ba1ff5e9121,W,L,3 Rnd (5-5-5),Dan Miragliotta,Derek Cleary27 - 30.Eric Colon27 - 30.Chris Lee27 - 30.,0,0,111 of 179,88 of 202,62%,43%,119 of 187,88 of 203,3 of 8,0 of 0,37%,---,0,0,0,0,2:18,0:00,47 of 103,59 of 170,30 of 39,17 of 19,34 of 37,12 of 13,109 of 176,82 of 194,2 of 3,6 of 8,0 of 0,0 of 0,5a558ba1ff5e9121
8a0fc4624578a7e4,win,17e97649403ba428,34b96d52db1d26e6,Joshua Van,Kevin Borjas,0,0,156,75,2,0,0,0,Flyweight,U-DEC,3,5:00,5a558ba1ff5e9121,W,L,3 Rnd (5-5-5),Mike Beltran,Dave Tirelli28 - 29.Bryan Miner28 - 29.Chris Bolinski28 - 29.,0,0,156 of 300,75 of 197,52%,38%,165 of 311,78 of 200,2 of 4,0 of 3,50%,0%,0,0,0,1,1:03,0:21,92 of 227,54 of 170,49 of 57,9 of 12,15 of 16,12 of 15,153 of 295,73 of 193,3 of 5,1 of 2,0 of 0,1 of 2,5a558ba1ff5e9121
1cf69de0eea46877,win,e00a3dee329a51f7,c4d039123e62f6a9,Dennis Buzukja,Jamall Emmers,0,1,3,14,0,0,0,0,Featherweight,KO/TKO Punch,1,0:49,5a558ba1ff5e9121,L,W,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance,0,1,3 of 7,14 of 20,42%,70%,3 of 7,14 of 20,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:03,0 of 4,8 of 12,1 of 1,2 of 4,2 of 2,4 of 4,3 of 7,10 of 14,0 of 0,0 of 0,0 of 0,4 of 6,5a558ba1ff5e9121
ac37849f627a79c4,win,41e83a89929d1327,d3df1add9d9a7efb,Jailton Almeida,Derrick Lewis,0,0,38,20,6,0,4,0,Heavyweight,U-DEC,5,5:00,7c4ec656d8fcb867,W,L,5 Rnd (5-5-5-5-5),Marc Goddard,Fabio Alves44 - 50.Sal D'amato44 - 50.Dave Tirelli45 - 50.,0,0,38 of 56,20 of 39,67%,51%,120 of 153,28 of 54,6 of 15,0 of 2,40%,0%,4,0,1,0,21:10,0:57,32 of 48,17 of 33,5 of 5,3 of 6,1 of 3,0 of 0,5 of 7,2 of 10,3 of 8,1 of 1,30 of 41,17 of 28,7c4ec656d8fcb867
3a81276a9641c6a1,win,9d19d9e4aa2662e8,01641ba5df0c69b0,Gabriel Bonfim,Nicolas Dalby,0,1,39,53,3,0,1,0,Welterweight,KO/TKO Knees,2,4:33,7c4ec656d8fcb867,L,W,3 Rnd (5-5-5),Jason Herzog,Knees to Head In Clinch,0,1,39 of 91,53 of 113,42%,46%,47 of 103,64 of 128,3 of 5,0 of 1,60%,0%,1,0,0,0,4:19,1:27,27 of 77,41 of 96,3 of 4,7 of 11,9 of 10,5 of 6,32 of 71,25 of 76,3 of 9,25 of 33,4 of 11,3 of 4,7c4ec656d8fcb867
119bc264e2bb9877,win,d31a5546c0e9b213,1a9480fc288e55d7,Rodrigo Nascimento,Don'Tale Mayes,0,0,70,79,0,0,0,0,Heavyweight,U-DEC,3,5:00,7c4ec656d8fcb867,W,L,3 Rnd (5-5-5),Osiris Maia,Hallison Pontes27 - 30.Fabio Alves28 - 29.Dave Tirelli28 - 29.,0,0,70 of 154,79 of 159,45%,49%,91 of 180,105 of 190,0 of 3,0 of 1,0%,0%,0,0,0,0,2:21,0:39,51 of 132,39 of 103,9 of 11,30 of 44,10 of 11,10 of 12,58 of 134,55 of 128,12 of 20,24 of 31,0 of 0,0 of 0,7c4ec656d8fcb867
7d474fbf31894108,win,4126a78111c0855a,36b8f265bcd1b7a4,Caio Borralho,Abus Magomedov,1,0,51,38,0,0,0,0,Middleweight,U-DEC,3,5:00,7c4ec656d8fcb867,W,L,3 Rnd (5-5-5),Marc Goddard,Fabio Alves27 - 30.Sal D'amato28 - 29.Dave Tirelli28 - 29.,1,0,51 of 103,38 of 107,49%,35%,70 of 126,39 of 110,0 of 1,0 of 0,0%,---,0,0,0,0,2:17,0:00,33 of 73,19 of 74,11 of 15,14 of 24,7 of 15,5 of 9,50 of 102,38 of 107,0 of 0,0 of 0,1 of 1,0 of 0,7c4ec656d8fcb867
ff8f92cf8fb1b76c,win,48a9a128784d53d1,ca36633b80be4a78,Elves Brener,Kaynan Kruschewsky,1,0,16,8,0,0,0,0,Catch Weight,KO/TKO Punch,1,4:01,7c4ec656d8fcb867,W,L,3 Rnd (5-5-5),Osiris Maia,Punch to Head At Distance,1,0,16 of 33,8 of 31,48%,25%,16 of 33,8 of 31,0 of 0,0 of 0,---,---,0,0,0,0,0:03,0:00,6 of 20,6 of 25,2 of 3,2 of 6,8 of 10,0 of 0,16 of 33,8 of 31,0 of 0,0 of 0,0 of 0,0 of 0,7c4ec656d8fcb867
b5ea6535748edbce,drawdraw,8f765fd5775a8873,8adcbd525fab8d9b,Rinat Fakhretdinov,Elizeu Zaleski dos Santos,1,0,87,75,1,0,0,1,Welterweight,M-DEC,3,5:00,7c4ec656d8fcb867,D,D,3 Rnd (5-5-5),Fernando Portella,Fabio Alves28 - 29.Hallison Pontes28 - 28.Sal D'amato28 - 28.,1,0,87 of 186,75 of 152,46%,49%,109 of 216,115 of 211,1 of 9,0 of 1,11%,0%,0,1,1,0,4:25,1:24,50 of 144,47 of 113,11 of 16,17 of 26,26 of 26,11 of 13,65 of 156,57 of 129,7 of 8,2 of 3,15 of 22,16 of 20,7c4ec656d8fcb867
6532b71560ae39e0,win,71171fc96445bf65,476fe566d2df676e,Vitor Petrino,Modestas Bukauskas,1,0,8,9,1,0,0,0,Light Heavyweight,KO/TKO Punch,2,1:03,7c4ec656d8fcb867,W,L,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance,1,0,8 of 26,9 of 19,30%,47%,14 of 34,12 of 23,1 of 2,0 of 0,50%,---,0,0,0,0,2:19,0:00,6 of 23,5 of 14,2 of 3,0 of 0,0 of 0,4 of 5,7 of 21,9 of 19,0 of 0,0 of 0,1 of 5,0 of 0,7c4ec656d8fcb867
7df5998eca143c04,win,f0feeb2192937424,cffb87059e645bd1,Angela Hill,Denise Gomes,0,0,76,62,5,1,0,0,Women's Strawweight,U-DEC,3,5:00,7c4ec656d8fcb867,W,L,3 Rnd (5-5-5),Fernando Portella,Sal D'amato27 - 30.Dave Tirelli28 - 29.Alessandro Vieira28 - 29.,0,0,76 of 120,62 of 133,63%,46%,96 of 153,111 of 203,5 of 9,1 of 3,55%,33%,0,0,1,1,8:03,1:03,37 of 76,29 of 91,37 of 42,25 of 33,2 of 2,8 of 9,40 of 68,34 of 97,33 of 44,27 of 35,3 of 8,1 of 1,7c4ec656d8fcb867
9e2bb8d5961b44d4,win,de594b35c45c2e9a,1235b31de15d0c6e,Eduarda Moura,Montserrat Conejo Ruiz,0,0,57,5,3,0,0,0,Women's Strawweight,KO/TKO Punches,2,2:14,7c4ec656d8fcb867,W,L,3 Rnd (5-5-5),Joao Claudio Soares,Punches to Head From Mount,0,0,57 of 77,5 of 22,74%,22%,102 of 139,9 of 29,3 of 3,0 of 0,100%,---,0,0,0,0,5:57,0:02,55 of 75,0 of 15,2 of 2,0 of 2,0 of 0,5 of 5,5 of 12,5 of 22,1 of 1,0 of 0,51 of 64,0 of 0,7c4ec656d8fcb867
3c69bed42893da75,win,32c355b04fc57f3a,ec13c393d029297d,Kaue Fernandes,Marc Diakiese,0,0,23,13,1,3,0,0,Lightweight,S-DEC,3,5:00,7c4ec656d8fcb867,L,W,3 Rnd (5-5-5),Jason Herzog,Dave Tirelli29 - 28.Fabio Alves28 - 29.Hallison Pontes27 - 30.,0,0,23 of 42,13 of 32,54%,40%,67 of 92,65 of 92,1 of 1,3 of 8,100%,37%,0,0,0,1,1:27,8:38,6 of 20,11 of 26,8 of 13,2 of 5,9 of 9,0 of 1,21 of 38,7 of 18,2 of 4,2 of 4,0 of 0,4 of 10,7c4ec656d8fcb867
0ea435ddf02deb60,win,275aca31f61ba28c,e1248941344b3288,Islam Makhachev,Alexander Volkanovski,1,0,24,4,0,0,0,0,Lightweight,KO/TKO Kick,1,3:06,13a0fb8fbdafb54f,W,L,5 Rnd (5-5-5-5-5),Marc Goddard,Kick to Head At Distance,1,0,24 of 29,4 of 6,82%,66%,39 of 46,11 of 18,0 of 1,0 of 0,0%,---,0,0,0,0,0:19,0:49,13 of 16,0 of 1,9 of 11,1 of 1,2 of 2,3 of 4,7 of 11,3 of 5,8 of 9,1 of 1,9 of 9,0 of 0,13a0fb8fbdafb54f
f23e9729b2b73c27,win,767755fd74662dbf,f1b2aa7853d1ed6e,Kamaru Usman,Khamzat Chimaev,0,0,36,38,0,4,0,1,Middleweight,M-DEC,3,5:00,13a0fb8fbdafb54f,L,W,3 Rnd (5-5-5),Jason Herzog,Derek Cleary27 - 29.David Lethaby28 - 28.Vito Paolillo27 - 29.,0,0,36 of 66,38 of 70,54%,54%,58 of 92,107 of 143,0 of 1,4 of 12,0%,33%,0,1,0,0,0:00,7:16,27 of 52,27 of 53,6 of 10,3 of 9,3 of 4,8 of 8,33 of 63,22 of 53,1 of 1,0 of 0,2 of 2,16 of 17,13a0fb8fbdafb54f
821960adf5bfa15c,ncnc,d802174b0c0c1f4e,c21f26bbde777573,Magomed Ankalaev,Johnny Walker,0,0,13,14,1,0,0,0,Light Heavyweight,CNC,1,3:13,13a0fb8fbdafb54f,NC,NC,3 Rnd (5-5-5),Daniel Movahedi,Knee to head of grounded opponent,0,0,13 of 19,14 of 27,68%,51%,16 of 23,17 of 30,1 of 1,0 of 0,100%,---,0,0,0,0,1:06,0:00,7 of 13,4 of 15,3 of 3,1 of 2,3 of 3,9 of 10,7 of 11,14 of 27,1 of 1,0 of 0,5 of 7,0 of 0,13a0fb8fbdafb54f
7024385b5107bd4b,win,b07aed698fba8624,d317a5e2b3f88c5f,Ikram Aliskerov,Warlley Alves,1,0,26,12,0,0,0,0,Middleweight,KO/TKO Punches,1,2:07,13a0fb8fbdafb54f,W,L,3 Rnd (5-5-5),Lukasz Bosacki,Punches to Head At Distance,1,0,26 of 36,12 of 16,72%,75%,26 of 36,12 of 16,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,20 of 29,3 of 6,6 of 6,1 of 1,0 of 1,8 of 9,26 of 36,12 of 16,0 of 0,0 of 0,0 of 0,0 of 0,13a0fb8fbdafb54f
ed3334d108b257a6,win,0fd5f4b838e890cc,a54660deb6a8489c,Said Nurmagomedov,Muin Gafurov,0,0,5,1,0,0,1,0,Bantamweight,SUB Guillotine Choke,1,1:13,13a0fb8fbdafb54f,W,L,3 Rnd (5-5-5),Marc Goddard,Guillotine Choke On Ground,0,0,5 of 11,1 of 3,45%,33%,5 of 11,1 of 3,0 of 0,0 of 1,---,0%,1,0,0,0,0:03,0:07,2 of 7,0 of 2,2 of 2,0 of 0,1 of 2,1 of 1,5 of 11,1 of 3,0 of 0,0 of 0,0 of 0,0 of 0,13a0fb8fbdafb54f
e9256316716499b8,win,75353550928a7921,c96d9178c9ed9e62,Tim Elliott,Muhammad Mokaev,0,0,30,14,1,3,2,1,Flyweight,SUB Arm Triangle,3,3:03,13a0fb8fbdafb54f,L,W,3 Rnd (5-5-5),Jason Herzog,Arm Triangle From Mount,0,0,30 of 43,14 of 33,69%,42%,71 of 87,118 of 146,1 of 1,3 of 6,100%,50%,2,1,0,0,2:23,8:24,19 of 30,8 of 21,10 of 12,3 of 8,1 of 1,3 of 4,14 of 27,10 of 29,8 of 8,1 of 1,8 of 8,3 of 3,13a0fb8fbdafb54f
3c6fb6bf9b7afd40,win,0bc697c5936a2d0a,3753714927f18437,Mohammad Yahya,Trevor Peek,0,0,43,61,1,4,1,0,Lightweight,U-DEC,3,5:00,13a0fb8fbdafb54f,L,W,3 Rnd (5-5-5),Daniel Movahedi,Ben Cartlidge28 - 29.Vito Paolillo27 - 30.Clemens Werner27 - 30.,0,0,43 of 92,61 of 97,46%,62%,47 of 96,83 of 123,1 of 1,4 of 7,100%,57%,1,0,0,0,0:24,5:10,28 of 70,32 of 61,14 of 21,16 of 23,1 of 1,13 of 13,41 of 90,50 of 83,2 of 2,6 of 9,0 of 0,5 of 5,13a0fb8fbdafb54f
0d1af8c6a5793185,ncnc,bbab3baf66128ae2,eb8d8c2a95cfccb8,Javid Basharat,Victor Henry,0,0,30,25,1,0,0,0,Bantamweight,CNC,2,0:15,13a0fb8fbdafb54f,NC,NC,3 Rnd (5-5-5),Lukasz Bosacki,Low blow,0,0,30 of 43,25 of 36,69%,69%,33 of 46,30 of 41,1 of 4,0 of 1,25%,0%,0,0,0,0,0:29,0:14,8 of 21,3 of 10,8 of 8,6 of 6,14 of 14,16 of 20,26 of 39,23 of 34,4 of 4,2 of 2,0 of 0,0 of 0,13a0fb8fbdafb54f
43de9ff6064361e1,win,4e6738062d469256,46d0a888d87d91ac,Abu Azaitar,Sedriques Dumas,0,0,41,34,2,1,0,0,Middleweight,U-DEC,3,5:00,13a0fb8fbdafb54f,L,W,3 Rnd (5-5-5),Jason Herzog,Derek Cleary28 - 29.Darryl Ransom28 - 29.Clemens Werner28 - 29.,0,0,41 of 106,34 of 79,38%,43%,87 of 153,72 of 117,2 of 4,1 of 2,50%,50%,0,0,0,0,0:32,4:10,21 of 78,11 of 45,13 of 18,5 of 11,7 of 10,18 of 23,31 of 90,31 of 76,3 of 6,0 of 0,7 of 10,3 of 3,13a0fb8fbdafb54f
75c5f923f966b53b,win,d80ee110748171ac,a72a2a769fa5a2be,Mike Breeden,Anshul Jubli,1,0,92,103,0,0,0,0,Lightweight,KO/TKO Punch,3,3:00,13a0fb8fbdafb54f,W,L,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance,1,0,92 of 177,103 of 194,51%,53%,94 of 181,104 of 195,0 of 1,0 of 5,0%,0%,0,0,0,0,0:04,0:05,75 of 157,63 of 145,11 of 13,27 of 36,6 of 7,13 of 13,89 of 174,97 of 181,2 of 2,6 of 13,1 of 1,0 of 0,13a0fb8fbdafb54f
b84c447bb74febe2,win,8d11d9c13e2ccdf7,329e403448756217,Nathaniel Wood,Muhammad Naimov,0,0,50,48,2,4,0,0,Featherweight,U-DEC,3,5:00,13a0fb8fbdafb54f,L,W,3 Rnd (5-5-5),Lukasz Bosacki,Vito Paolillo28 - 29.Darryl Ransom28 - 29.Clemens Werner28 - 29.,0,0,50 of 72,48 of 81,69%,59%,70 of 94,100 of 140,2 of 7,4 of 9,28%,44%,0,0,0,1,2:44,6:42,37 of 57,31 of 60,6 of 7,10 of 13,7 of 8,7 of 8,36 of 56,24 of 48,5 of 6,11 of 14,9 of 10,13 of 19,13a0fb8fbdafb54f
18e5af00a8478a0e,win,6c9b66b43663f2f7,d05cb1e8d1b885d8,Viktoriia Dudakova,Jinh Yu Frey,1,0,74,47,0,1,0,0,Women's Strawweight,U-DEC,3,5:00,13a0fb8fbdafb54f,W,L,3 Rnd (5-5-5),Daniel Movahedi,Derek Cleary28 - 29.David Lethaby28 - 29.Cezary Wojciechowski28 - 29.,1,0,74 of 146,47 of 101,50%,46%,109 of 183,65 of 121,0 of 3,1 of 3,0%,33%,0,0,0,0,0:18,4:40,47 of 115,31 of 80,26 of 30,8 of 13,1 of 1,8 of 8,60 of 131,37 of 89,14 of 15,3 of 4,0 of 0,7 of 8,13a0fb8fbdafb54f
539732694ab2c8d6,win,06734ca9d88dec3a,12ebd7d157e91701,Shara Magomedov,Bruno Silva,0,0,113,65,0,3,0,0,Middleweight,U-DEC,3,5:00,13a0fb8fbdafb54f,W,L,3 Rnd (5-5-5),Jason Herzog,Ben Cartlidge27 - 30.Vito Paolillo27 - 30.Darryl Ransom27 - 30.,0,0,113 of 154,65 of 91,73%,71%,222 of 274,107 of 138,0 of 0,3 of 7,---,42%,0,0,0,0,0:00,6:44,56 of 92,51 of 76,22 of 24,6 of 7,35 of 38,8 of 8,74 of 106,35 of 56,15 of 21,5 of 5,24 of 27,25 of 30,13a0fb8fbdafb54f
824859c7580eb35b,win,64a50dad704d1d49,94426bb170c88115,Sodiq Yusuff,Edson Barboza,1,1,178,164,1,3,0,0,Featherweight,U-DEC,5,5:00,f3a078277b3b8ff4,L,W,5 Rnd (5-5-5-5-5),Herb Dean,Chris Lee46 - 49.Derek Cleary46 - 48.Sal D'amato46 - 48.,1,1,178 of 351,164 of 324,50%,50%,206 of 397,178 of 347,1 of 2,3 of 4,50%,75%,0,0,0,0,3:56,3:04,126 of 284,71 of 204,14 of 20,89 of 112,38 of 47,4 of 8,148 of 311,134 of 290,15 of 18,25 of 27,15 of 22,5 of 7,f3a078277b3b8ff4
751cf3d52fce1d1f,win,36541f1e6c5d4955,8e1f36476ef02a6a,Jennifer Maia,Viviane Araujo,0,0,41,24,2,2,0,1,Women's Flyweight,U-DEC,3,5:00,f3a078277b3b8ff4,L,W,3 Rnd (5-5-5),Mark Smith,Sal D'amato28 - 29.Junichiro Kamijo28 - 29.Ron McCarthy28 - 29.,0,0,41 of 101,24 of 46,40%,52%,60 of 126,64 of 100,2 of 4,2 of 6,50%,33%,0,1,0,0,1:25,7:03,29 of 87,15 of 36,2 of 4,4 of 5,10 of 10,5 of 5,31 of 88,22 of 43,10 of 13,1 of 2,0 of 0,1 of 1,f3a078277b3b8ff4
0d6d212fcdf47f2e,win,f2477cf43c4975cc,0232cabbc30a2372,Jonathan Martinez,Adrian Yanez,2,0,36,20,0,0,0,0,Bantamweight,KO/TKO Kicks,2,2:26,f3a078277b3b8ff4,W,L,3 Rnd (5-5-5),Kerry Hatley,Kicks to Leg At Distance,2,0,36 of 58,20 of 72,62%,27%,36 of 60,20 of 73,0 of 0,0 of 0,---,---,0,0,0,0,0:19,0:10,7 of 15,9 of 59,0 of 2,10 of 12,29 of 41,1 of 1,36 of 58,17 of 66,0 of 0,3 of 6,0 of 0,0 of 0,f3a078277b3b8ff4
6acd1c591170f597,win,595db60957de51d3,5f61780fe5e9b6d0,Andre Petroski,Michel Pereira,0,1,0,6,0,0,0,0,Middleweight,KO/TKO Punch,1,1:06,f3a078277b3b8ff4,L,W,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,0,1,0 of 1,6 of 18,0%,33%,0 of 1,6 of 18,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:04,0 of 1,5 of 17,0 of 0,1 of 1,0 of 0,0 of 0,0 of 1,2 of 6,0 of 0,0 of 0,0 of 0,4 of 12,f3a078277b3b8ff4
0197a61472fc351d,win,5ec591b78349ba7e,3c8a5200436e19f3,Christian Rodriguez,Cameron Saaiman,0,0,83,73,3,0,2,1,Bantamweight,U-DEC,3,5:00,f3a078277b3b8ff4,W,L,3 Rnd (5-5-5),Mark Smith,Derek Cleary27 - 30.Tony Weeks27 - 30.Sal D'amato28 - 29.,0,0,83 of 161,73 of 175,51%,41%,92 of 173,87 of 192,3 of 6,0 of 5,50%,0%,2,1,1,0,3:12,1:26,64 of 141,38 of 121,18 of 19,14 of 21,1 of 1,21 of 33,63 of 131,65 of 160,13 of 21,8 of 15,7 of 9,0 of 0,f3a078277b3b8ff4
3a8af8ee23444b72,win,92a9aa9c93192871,d31cbcdd7d69536d,Darren Elkins,TJ Brown,0,0,11,15,5,2,2,0,Featherweight,SUB Rear Naked Choke,3,2:23,f3a078277b3b8ff4,W,L,3 Rnd (5-5-5),Kerry Hatley,Rear Naked Choke,0,0,11 of 33,15 of 50,33%,30%,95 of 146,45 of 86,5 of 8,2 of 2,62%,100%,2,0,1,1,8:09,1:29,8 of 29,11 of 45,3 of 3,1 of 2,0 of 1,3 of 3,11 of 32,15 of 49,0 of 1,0 of 0,0 of 0,0 of 1,f3a078277b3b8ff4
5b7b5b01f4dcbd9c,win,2c5f5749569eef66,4948e412fa6ab67d,Tainara Lisboa,Ravena Oliveira,0,0,18,15,3,2,0,0,Women's Bantamweight,U-DEC,3,5:00,f3a078277b3b8ff4,W,L,3 Rnd (5-5-5),Chris Tognoni,Eric Colon28 - 29.Junichiro Kamijo28 - 29.Anthony Maness28 - 29.,0,0,18 of 35,15 of 31,51%,48%,77 of 106,61 of 87,3 of 8,2 of 3,37%,66%,0,0,0,0,6:55,5:22,9 of 24,10 of 23,8 of 9,3 of 6,1 of 2,2 of 2,7 of 20,13 of 28,11 of 12,2 of 3,0 of 3,0 of 0,f3a078277b3b8ff4
7f7d2abc21f171ca,win,809bd1a871491508,d7fe8c6b7d2872e5,Terrance McKinney,Brendon Marotte,1,0,14,1,0,0,0,0,Lightweight,KO/TKO Knee,1,0:20,f3a078277b3b8ff4,W,L,3 Rnd (5-5-5),Herb Dean,Knee to Head In Clinch,1,0,14 of 21,1 of 1,66%,100%,14 of 21,1 of 1,0 of 0,0 of 0,---,---,0,0,0,0,0:15,0:00,14 of 21,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,0 of 1,1 of 1,1 of 1,0 of 0,13 of 19,0 of 0,f3a078277b3b8ff4
1ba282da76ca82ad,win,bd532e9a2b93870c,103e2e33a60683e1,Irina Alekseeva,Melissa Mullins,1,0,48,52,1,0,0,0,Women's Bantamweight,U-DEC,3,5:00,f3a078277b3b8ff4,L,W,3 Rnd (5-5-5),Mark Smith,Chris Lee27 - 30.Derek Cleary28 - 29.Anthony Maness28 - 29.,1,0,48 of 108,52 of 95,44%,54%,60 of 126,87 of 148,1 of 4,0 of 1,25%,0%,0,0,0,0,0:50,8:15,23 of 72,47 of 89,2 of 7,5 of 6,23 of 29,0 of 0,44 of 99,42 of 76,2 of 4,1 of 1,2 of 5,9 of 18,f3a078277b3b8ff4
a74a8c1e0a49070d,win,45f0cc9d18f35137,1897b7b913736a7c,Chris Gutierrez,Alatengheili,0,0,110,38,0,2,0,0,Bantamweight,U-DEC,3,5:00,f3a078277b3b8ff4,W,L,3 Rnd (5-5-5),Kerry Hatley,Sal D'amato27 - 30.Ron McCarthy27 - 30.Bryan Miner27 - 30.,0,0,110 of 197,38 of 133,55%,28%,115 of 203,39 of 134,0 of 0,2 of 4,---,50%,0,0,0,0,0:08,0:51,44 of 96,25 of 108,10 of 20,10 of 21,56 of 81,3 of 4,110 of 195,38 of 130,0 of 2,0 of 2,0 of 0,0 of 1,f3a078277b3b8ff4
